split,wav,frame_idx,time_s,token,label,prob,pred
train,./chunk_0_Tanya/chunk_0.wav,838,22.626,अ,0,0.24767857789993286,0
train,./chunk_7_deepak/chunk_7.wav,81,2.187,ब,0,0.1787126213312149,0
train,./chunk_0_Tanya/chunk_0.wav,803,21.681,ए,0,0.037261802703142166,0
train,./chunk_4Tanya/chunk_4.wav,884,23.868,अ,0,0.13983912765979767,0
train,./chunk_7_deepak/chunk_7.wav,814,21.977999999999998,अ,0,0.25067469477653503,0
train,./chunk_4Tanya/chunk_4.wav,1098,29.646,छ,1,0.3438538908958435,0
train,./chunk_0_Tanya/chunk_0.wav,714,19.278,ए,0,0.2928704023361206,0
train,./chunk_4Tanya/chunk_4.wav,1017,27.459,अ,0,0.2717740833759308,0
train,./chunk_4Tanya/chunk_4.wav,353,9.531,ह,0,0.30986082553863525,0
train,./chunk_7_deepak/chunk_7.wav,1005,27.134999999999998,ल,0,0.2324078232049942,0
train,./chunk_0_Tanya/chunk_0.wav,992,26.784,म,1,0.588543176651001,0
train,./chunk_4Tanya/chunk_4.wav,55,1.4849999999999999,अ,0,0.19513006508350372,0
train,./chunk_0_Tanya/chunk_0.wav,602,16.254,अ,0,0.5396812558174133,0
train,./chunk_4Tanya/chunk_4.wav,806,21.762,ए,0,0.4225139915943146,0
train,./chunk_4Tanya/chunk_4.wav,82,2.214,अ,0,0.06896998733282089,0
train,./chunk_7_deepak/chunk_7.wav,811,21.897,ह,0,0.6852617859840393,0
train,./chunk_4Tanya/chunk_4.wav,780,21.06,र,0,0.4420686364173889,0
train,./chunk_0_Tanya/chunk_0.wav,529,14.283,अ,0,0.2610791027545929,0
train,./chunk_4Tanya/chunk_4.wav,342,9.234,अ,0,0.017652234062552452,0
train,./chunk_0_Tanya/chunk_0.wav,684,18.468,क,0,0.30087465047836304,0
train,./chunk_4Tanya/chunk_4.wav,1012,27.323999999999998,थ,1,0.3784899115562439,0
train,./chunk_0_Tanya/chunk_0.wav,851,22.977,अ,0,0.08689378947019577,0
train,./chunk_0_Tanya/chunk_0.wav,742,20.034,अ,0,0.1954861581325531,0
train,./chunk_4Tanya/chunk_4.wav,918,24.786,अ,0,0.1715564727783203,0
train,./chunk_4Tanya/chunk_4.wav,21,0.567,अ,0,0.5952008962631226,0
train,./chunk_4Tanya/chunk_4.wav,74,1.998,ड,1,0.8190971612930298,1
train,./chunk_7_deepak/chunk_7.wav,617,16.659,स,0,0.4200405478477478,0
train,./chunk_0_Tanya/chunk_0.wav,559,15.093,अ,0,0.41104015707969666,0
train,./chunk_7_deepak/chunk_7.wav,588,15.876,म,1,0.710048496723175,1
train,./chunk_4Tanya/chunk_4.wav,899,24.273,प,0,0.8268758058547974,1
train,./chunk_0_Tanya/chunk_0.wav,202,5.454,न,0,0.39073070883750916,0
train,./chunk_4Tanya/chunk_4.wav,172,4.644,म,0,0.5250758528709412,0
train,./chunk_0_Tanya/chunk_0.wav,713,19.251,न,0,0.2913711965084076,0
train,./chunk_0_Tanya/chunk_0.wav,726,19.602,इ,0,0.3210202157497406,0
train,./chunk_7_deepak/chunk_7.wav,662,17.874,अ,0,0.20694121718406677,0
train,./chunk_4Tanya/chunk_4.wav,697,18.819,अ,0,0.08547645807266235,0
train,./chunk_10_Richa/chunk_10.wav,80,2.16,क,0,0.2470175176858902,0
train,./chunk_7_deepak/chunk_7.wav,785,21.195,अ,0,0.34214091300964355,0
train,./chunk_4Tanya/chunk_4.wav,454,12.258,ट,0,0.6655205488204956,0
train,./chunk_4Tanya/chunk_4.wav,988,26.676,ए,0,0.8308181762695312,1
train,./chunk_4Tanya/chunk_4.wav,235,6.345,र,0,0.41407474875450134,0
train,./chunk_0_Tanya/chunk_0.wav,1105,29.835,क,0,0.5037964582443237,0
train,./chunk_4Tanya/chunk_4.wav,276,7.452,स,0,0.5638411045074463,0
train,./chunk_4Tanya/chunk_4.wav,813,21.951,ए,0,0.2649267613887787,0
train,./chunk_0_Tanya/chunk_0.wav,337,9.099,अ,0,0.2576736807823181,0
train,./chunk_4Tanya/chunk_4.wav,1001,27.027,र,0,0.020653581246733665,0
train,./chunk_0_Tanya/chunk_0.wav,229,6.183,अ,0,0.6186625957489014,0
train,./chunk_0_Tanya/chunk_0.wav,893,24.111,ए,0,0.3285435438156128,0
train,./chunk_7_deepak/chunk_7.wav,1076,29.052,अ,0,0.3464103639125824,0
train,./chunk_7_deepak/chunk_7.wav,822,22.194,अ,0,0.25315624475479126,0
train,./chunk_4Tanya/chunk_4.wav,35,0.945,ए,0,0.07798083871603012,0
train,./chunk_0_Tanya/chunk_0.wav,527,14.229,अ,0,0.09320051223039627,0
train,./chunk_4Tanya/chunk_4.wav,894,24.137999999999998,क,1,0.5989668965339661,0
train,./chunk_4Tanya/chunk_4.wav,70,1.89,उ,0,0.33844229578971863,0
train,./chunk_0_Tanya/chunk_0.wav,836,22.572,क,1,0.5548864603042603,0
train,./chunk_7_deepak/chunk_7.wav,990,26.73,अ,0,0.3051068186759949,0
train,./chunk_7_deepak/chunk_7.wav,326,8.802,र,1,0.7763871550559998,1
train,./chunk_7_deepak/chunk_7.wav,638,17.226,क,0,0.4772130846977234,0
train,./chunk_10_Richa/chunk_10.wav,242,6.534,स,1,0.7312501072883606,1
train,./chunk_0_Tanya/chunk_0.wav,818,22.086,न,1,0.7335599064826965,1
train,./chunk_7_deepak/chunk_7.wav,293,7.911,अ,0,0.8612428903579712,1
train,./chunk_4Tanya/chunk_4.wav,17,0.459,ग,0,0.10087869316339493,0
train,./chunk_4Tanya/chunk_4.wav,635,17.145,इ,0,0.32208701968193054,0
train,./chunk_0_Tanya/chunk_0.wav,601,16.227,अ,0,0.5668569803237915,0
train,./chunk_4Tanya/chunk_4.wav,193,5.211,उ,0,0.46226707100868225,0
train,./chunk_7_deepak/chunk_7.wav,516,13.932,ज,1,0.7740558385848999,1
train,./chunk_7_deepak/chunk_7.wav,828,22.355999999999998,ग,1,0.7364880442619324,1
train,./chunk_7_deepak/chunk_7.wav,332,8.964,अ,0,0.37590259313583374,0
train,./chunk_4Tanya/chunk_4.wav,867,23.409,अ,0,0.6706436276435852,0
train,./chunk_4Tanya/chunk_4.wav,124,3.348,स,0,0.5789891481399536,0
train,./chunk_4Tanya/chunk_4.wav,781,21.087,र,0,0.3188287317752838,0
train,./chunk_7_deepak/chunk_7.wav,1083,29.241,ल,0,0.7660219073295593,1
train,./chunk_0_Tanya/chunk_0.wav,424,11.448,थ,0,0.24758373200893402,0
train,./chunk_4Tanya/chunk_4.wav,546,14.741999999999999,ट,0,0.45146986842155457,0
train,./chunk_0_Tanya/chunk_0.wav,469,12.663,त,0,0.10371051728725433,0
train,./chunk_4Tanya/chunk_4.wav,542,14.634,न,1,0.7607665657997131,1
train,./chunk_4Tanya/chunk_4.wav,895,24.165,क,0,0.22802028059959412,0
train,./chunk_0_Tanya/chunk_0.wav,270,7.29,अ,0,0.24049505591392517,0
train,./chunk_10_Richa/chunk_10.wav,58,1.566,ज,1,0.6825549006462097,0
train,./chunk_0_Tanya/chunk_0.wav,747,20.169,र,0,0.5984585881233215,0
train,./chunk_0_Tanya/chunk_0.wav,472,12.744,उ,0,0.21157433092594147,0
train,./chunk_4Tanya/chunk_4.wav,890,24.03,अ,0,0.35759976506233215,0
train,./chunk_4Tanya/chunk_4.wav,202,5.454,इ,0,0.11751212924718857,0
train,./chunk_0_Tanya/chunk_0.wav,347,9.369,क,0,0.26715680956840515,0
train,./chunk_0_Tanya/chunk_0.wav,183,4.941,ब,0,0.4754297435283661,0
train,./chunk_4Tanya/chunk_4.wav,64,1.728,भ,0,0.6196765899658203,0
train,./chunk_7_deepak/chunk_7.wav,1064,28.727999999999998,इ,0,0.02211325243115425,0
train,./chunk_7_deepak/chunk_7.wav,307,8.289,स,0,0.3165576159954071,0
train,./chunk_0_Tanya/chunk_0.wav,83,2.241,स,0,0.7817928791046143,1
train,./chunk_0_Tanya/chunk_0.wav,154,4.158,अ,0,0.12065748125314713,0
train,./chunk_7_deepak/chunk_7.wav,820,22.14,ज,1,0.8411731719970703,1
train,./chunk_7_deepak/chunk_7.wav,317,8.559,प,0,0.6196742057800293,0
train,./chunk_10_Richa/chunk_10.wav,208,5.616,अ,0,0.0625646561384201,0
train,./chunk_4Tanya/chunk_4.wav,512,13.824,ए,0,0.6082232594490051,0
train,./chunk_4Tanya/chunk_4.wav,68,1.836,इ,0,0.21693406999111176,0
train,./chunk_7_deepak/chunk_7.wav,741,20.007,स,0,0.42875534296035767,0
train,./chunk_0_Tanya/chunk_0.wav,57,1.539,न,0,0.08238230645656586,0
train,./chunk_4Tanya/chunk_4.wav,731,19.737,अ,0,0.1282297521829605,0
train,./chunk_0_Tanya/chunk_0.wav,900,24.3,ग,0,0.24544870853424072,0
train,./chunk_4Tanya/chunk_4.wav,604,16.308,ए,0,0.30688801407814026,0
train,./chunk_0_Tanya/chunk_0.wav,1072,28.944,न,1,0.7628453969955444,1
train,./chunk_0_Tanya/chunk_0.wav,487,13.149,अ,0,0.19769051671028137,0
train,./chunk_0_Tanya/chunk_0.wav,526,14.202,क,0,0.32582613825798035,0
train,./chunk_0_Tanya/chunk_0.wav,1066,28.782,स,0,0.4489845335483551,0
train,./chunk_7_deepak/chunk_7.wav,599,16.173,ए,0,0.13425062596797943,0
train,./chunk_4Tanya/chunk_4.wav,291,7.857,न,0,0.14105522632598877,0
train,./chunk_7_deepak/chunk_7.wav,355,9.584999999999999,न,0,0.623092770576477,0
train,./chunk_4Tanya/chunk_4.wav,538,14.526,घ,0,0.4339127540588379,0
train,./chunk_7_deepak/chunk_7.wav,187,5.049,ए,0,0.56783527135849,0
train,./chunk_4Tanya/chunk_4.wav,865,23.355,ग,0,0.04856261983513832,0
train,./chunk_7_deepak/chunk_7.wav,802,21.654,उ,0,0.6375028491020203,0
train,./chunk_4Tanya/chunk_4.wav,423,11.421,अ,0,0.12874430418014526,0
train,./chunk_10_Richa/chunk_10.wav,144,3.888,ए,0,0.31530874967575073,0
train,./chunk_7_deepak/chunk_7.wav,942,25.434,इ,0,0.4621752202510834,0
train,./chunk_4Tanya/chunk_4.wav,326,8.802,स,1,0.6010071039199829,0
train,./chunk_0_Tanya/chunk_0.wav,1099,29.673,ह,1,0.46076154708862305,0
train,./chunk_10_Richa/chunk_10.wav,109,2.943,ड,0,0.5506957769393921,0
train,./chunk_4Tanya/chunk_4.wav,769,20.762999999999998,द,0,0.7430375218391418,1
train,./chunk_0_Tanya/chunk_0.wav,331,8.937,स,0,0.5254164338111877,0
train,./chunk_4Tanya/chunk_4.wav,575,15.525,ल,0,0.7294393181800842,1
train,./chunk_0_Tanya/chunk_0.wav,609,16.443,स,0,0.048395272344350815,0
train,./chunk_7_deepak/chunk_7.wav,899,24.273,क,0,0.7456339001655579,1
train,./chunk_0_Tanya/chunk_0.wav,277,7.479,ल,0,0.5832770466804504,0
train,./chunk_10_Richa/chunk_10.wav,135,3.645,इ,0,0.37181356549263,0
train,./chunk_7_deepak/chunk_7.wav,127,3.429,थ,0,0.5947626233100891,0
train,./chunk_4Tanya/chunk_4.wav,425,11.475,अ,0,0.6743484735488892,0
train,./chunk_0_Tanya/chunk_0.wav,1023,27.621,न,0,0.6175655722618103,0
train,./chunk_4Tanya/chunk_4.wav,513,13.850999999999999,ए,0,0.8039482831954956,1
train,./chunk_7_deepak/chunk_7.wav,536,14.472,छ,0,0.625499427318573,0
train,./chunk_7_deepak/chunk_7.wav,912,24.624,स,0,0.3582392632961273,0
train,./chunk_0_Tanya/chunk_0.wav,1008,27.216,न,0,0.04570421576499939,0
train,./chunk_0_Tanya/chunk_0.wav,131,3.537,अ,0,0.10886955261230469,0
train,./chunk_0_Tanya/chunk_0.wav,557,15.039,अ,0,0.38521215319633484,0
train,./chunk_4Tanya/chunk_4.wav,1005,27.134999999999998,ह,0,0.11017916351556778,0
train,./chunk_7_deepak/chunk_7.wav,276,7.452,स,1,0.6395909786224365,0
train,./chunk_4Tanya/chunk_4.wav,447,12.068999999999999,अ,0,0.5115194320678711,0
train,./chunk_4Tanya/chunk_4.wav,350,9.45,उ,0,0.24071155488491058,0
train,./chunk_0_Tanya/chunk_0.wav,335,9.045,अ,0,0.32132941484451294,0
train,./chunk_7_deepak/chunk_7.wav,882,23.814,ज,0,0.306460976600647,0
train,./chunk_10_Richa/chunk_10.wav,256,6.912,ज,0,0.2183298021554947,0
train,./chunk_0_Tanya/chunk_0.wav,490,13.23,स,1,0.7087244987487793,1
train,./chunk_7_deepak/chunk_7.wav,74,1.998,ए,0,0.15051479637622833,0
train,./chunk_7_deepak/chunk_7.wav,629,16.983,ल,0,0.38347432017326355,0
train,./chunk_4Tanya/chunk_4.wav,920,24.84,इ,0,0.660544216632843,0
train,./chunk_0_Tanya/chunk_0.wav,823,22.221,उ,0,0.46538183093070984,0
train,./chunk_0_Tanya/chunk_0.wav,483,13.041,स,0,0.5429996252059937,0
train,./chunk_0_Tanya/chunk_0.wav,283,7.641,ए,0,0.5173690319061279,0
train,./chunk_7_deepak/chunk_7.wav,401,10.827,ख,0,0.45117974281311035,0
train,./chunk_4Tanya/chunk_4.wav,20,0.54,अ,0,0.6162043809890747,0
train,./chunk_4Tanya/chunk_4.wav,340,9.18,त,1,0.6326358914375305,0
train,./chunk_4Tanya/chunk_4.wav,980,26.46,अ,0,0.7212566137313843,1
train,./chunk_4Tanya/chunk_4.wav,712,19.224,अ,0,0.247118279337883,0
train,./chunk_4Tanya/chunk_4.wav,760,20.52,ए,0,0.6119580864906311,0
train,./chunk_7_deepak/chunk_7.wav,301,8.127,ट,0,0.4746825397014618,0
train,./chunk_4Tanya/chunk_4.wav,355,9.584999999999999,ए,0,0.3656586706638336,0
train,./chunk_7_deepak/chunk_7.wav,821,22.166999999999998,ज,0,0.33097270131111145,0
train,./chunk_0_Tanya/chunk_0.wav,997,26.919,न,1,0.8003878593444824,1
train,./chunk_7_deepak/chunk_7.wav,201,5.427,अ,0,0.39282575249671936,0
train,./chunk_7_deepak/chunk_7.wav,886,23.922,ब,1,0.6361639499664307,0
train,./chunk_0_Tanya/chunk_0.wav,812,21.924,फ,0,0.40261539816856384,0
train,./chunk_0_Tanya/chunk_0.wav,1071,28.916999999999998,अ,0,0.6683529019355774,0
train,./chunk_0_Tanya/chunk_0.wav,486,13.122,अ,0,0.43337106704711914,0
train,./chunk_0_Tanya/chunk_0.wav,1075,29.025,ए,0,0.34276315569877625,0
train,./chunk_0_Tanya/chunk_0.wav,532,14.363999999999999,ल,0,0.5083211660385132,0
train,./chunk_0_Tanya/chunk_0.wav,206,5.562,ए,0,0.3877127170562744,0
train,./chunk_7_deepak/chunk_7.wav,94,2.538,ह,1,0.46197354793548584,0
train,./chunk_4Tanya/chunk_4.wav,803,21.681,ह,0,0.5031133890151978,0
train,./chunk_4Tanya/chunk_4.wav,879,23.733,र,0,0.07873072475194931,0
train,./chunk_4Tanya/chunk_4.wav,444,11.988,प,0,0.43424925208091736,0
train,./chunk_7_deepak/chunk_7.wav,930,25.11,थ,1,0.7879912257194519,1
train,./chunk_4Tanya/chunk_4.wav,809,21.843,थ,0,0.6306230425834656,0
train,./chunk_4Tanya/chunk_4.wav,47,1.269,ए,0,0.37379032373428345,0
train,./chunk_0_Tanya/chunk_0.wav,386,10.422,अ,0,0.10617327690124512,0
train,./chunk_0_Tanya/chunk_0.wav,82,2.214,स,1,0.8596572875976562,1
train,./chunk_7_deepak/chunk_7.wav,177,4.779,प,0,0.3533128499984741,0
train,./chunk_0_Tanya/chunk_0.wav,664,17.928,क,0,0.34062835574150085,0
train,./chunk_0_Tanya/chunk_0.wav,637,17.198999999999998,भ,0,0.63215571641922,0
train,./chunk_0_Tanya/chunk_0.wav,677,18.279,अ,0,0.3354685306549072,0
train,./chunk_7_deepak/chunk_7.wav,418,11.286,अ,0,0.21703588962554932,0
train,./chunk_0_Tanya/chunk_0.wav,750,20.25,न,0,0.43194377422332764,0
train,./chunk_0_Tanya/chunk_0.wav,497,13.419,अ,0,0.41808316111564636,0
train,./chunk_0_Tanya/chunk_0.wav,480,12.959999999999999,त,0,0.583705484867096,0
train,./chunk_4Tanya/chunk_4.wav,571,15.417,अ,0,0.11588060110807419,0
train,./chunk_7_deepak/chunk_7.wav,287,7.749,ए,0,0.1582164615392685,0
train,./chunk_0_Tanya/chunk_0.wav,1028,27.756,अ,0,0.3083990514278412,0
train,./chunk_0_Tanya/chunk_0.wav,133,3.5909999999999997,अ,0,0.263987272977829,0
train,./chunk_10_Richa/chunk_10.wav,57,1.539,अ,0,0.5950762629508972,0
train,./chunk_7_deepak/chunk_7.wav,634,17.118,व,1,0.5172106623649597,0
train,./chunk_4Tanya/chunk_4.wav,1104,29.808,ह,1,0.5102255940437317,0
train,./chunk_7_deepak/chunk_7.wav,6,0.162,ए,0,0.20423391461372375,0
train,./chunk_0_Tanya/chunk_0.wav,727,19.629,इ,0,0.30360648036003113,0
train,./chunk_4Tanya/chunk_4.wav,889,24.003,त,0,0.5154988169670105,0
train,./chunk_4Tanya/chunk_4.wav,169,4.563,म,0,0.17105410993099213,0
train,./chunk_0_Tanya/chunk_0.wav,137,3.699,म,0,0.705453097820282,1
train,./chunk_7_deepak/chunk_7.wav,306,8.262,स,1,0.7540674209594727,1
train,./chunk_0_Tanya/chunk_0.wav,462,12.474,ए,0,0.07294635474681854,0
train,./chunk_0_Tanya/chunk_0.wav,468,12.636,त,1,0.1845008134841919,0
train,./chunk_4Tanya/chunk_4.wav,309,8.343,र,0,0.1618095487356186,0
train,./chunk_0_Tanya/chunk_0.wav,411,11.097,ज,0,0.14379741251468658,0
train,./chunk_0_Tanya/chunk_0.wav,1091,29.457,अ,0,0.3214430510997772,0
train,./chunk_0_Tanya/chunk_0.wav,391,10.557,स,0,0.4666069746017456,0
train,./chunk_7_deepak/chunk_7.wav,1012,27.323999999999998,ग,1,0.6437253952026367,0
train,./chunk_7_deepak/chunk_7.wav,305,8.235,इ,0,0.7094718813896179,1
train,./chunk_0_Tanya/chunk_0.wav,182,4.914,ब,1,0.6704112887382507,0
train,./chunk_7_deepak/chunk_7.wav,43,1.161,क,0,0.6856563687324524,0
train,./chunk_0_Tanya/chunk_0.wav,1036,27.972,क,1,0.8216955661773682,1
train,./chunk_7_deepak/chunk_7.wav,896,24.192,अ,0,0.34016910195350647,0
train,./chunk_4Tanya/chunk_4.wav,987,26.649,ए,0,0.030399836599826813,0
train,./chunk_0_Tanya/chunk_0.wav,1104,29.808,क,1,0.8221516609191895,1
train,./chunk_4Tanya/chunk_4.wav,303,8.181,अ,0,0.2824462056159973,0
train,./chunk_4Tanya/chunk_4.wav,716,19.332,न,0,0.8470134139060974,1
train,./chunk_7_deepak/chunk_7.wav,533,14.391,उ,0,0.6537021398544312,0
train,./chunk_4Tanya/chunk_4.wav,912,24.624,अ,0,0.6579148769378662,0
train,./chunk_10_Richa/chunk_10.wav,199,5.373,इ,0,0.3070525527000427,0
train,./chunk_4Tanya/chunk_4.wav,446,12.042,अ,0,0.10650797188282013,0
train,./chunk_0_Tanya/chunk_0.wav,384,10.368,क,1,0.7241560220718384,1
train,./chunk_0_Tanya/chunk_0.wav,1100,29.7,ह,0,0.33719268441200256,0
train,./chunk_0_Tanya/chunk_0.wav,402,10.854,न,1,0.6317949295043945,0
train,./chunk_0_Tanya/chunk_0.wav,746,20.142,र,1,0.7252379655838013,1
train,./chunk_0_Tanya/chunk_0.wav,180,4.86,अ,0,0.22521649301052094,0
train,./chunk_10_Richa/chunk_10.wav,133,3.5909999999999997,ह,0,0.5974603891372681,0
train,./chunk_0_Tanya/chunk_0.wav,890,24.03,स,1,0.7401866912841797,1
train,./chunk_7_deepak/chunk_7.wav,940,25.38,इ,0,0.39661017060279846,0
train,./chunk_0_Tanya/chunk_0.wav,274,7.398,ल,1,0.6805781126022339,0
train,./chunk_0_Tanya/chunk_0.wav,258,6.966,इ,0,0.1920415610074997,0
train,./chunk_7_deepak/chunk_7.wav,335,9.045,र,0,0.5170643925666809,0
train,./chunk_0_Tanya/chunk_0.wav,135,3.645,र,0,0.37633851170539856,0
train,./chunk_4Tanya/chunk_4.wav,622,16.794,र,1,0.6131525039672852,0
train,./chunk_7_deepak/chunk_7.wav,46,1.242,ब,0,0.5137802958488464,0
train,./chunk_0_Tanya/chunk_0.wav,605,16.335,स,0,0.42521682381629944,0
train,./chunk_4Tanya/chunk_4.wav,286,7.7219999999999995,झ,0,0.7791284322738647,1
train,./chunk_4Tanya/chunk_4.wav,328,8.856,स,0,0.44450464844703674,0
train,./chunk_0_Tanya/chunk_0.wav,398,10.746,ए,0,0.12202804535627365,0
train,./chunk_4Tanya/chunk_4.wav,801,21.627,र,0,0.13377046585083008,0
train,./chunk_7_deepak/chunk_7.wav,352,9.504,न,1,0.3320581614971161,0
train,./chunk_7_deepak/chunk_7.wav,322,8.693999999999999,प,0,0.026451678946614265,0
train,./chunk_10_Richa/chunk_10.wav,247,6.669,अ,0,0.047174133360385895,0
train,./chunk_0_Tanya/chunk_0.wav,919,24.813,अ,0,0.5463929176330566,0
train,./chunk_4Tanya/chunk_4.wav,528,14.256,अ,0,0.7023318409919739,1
train,./chunk_0_Tanya/chunk_0.wav,496,13.392,अ,0,0.345338374376297,0
train,./chunk_7_deepak/chunk_7.wav,895,24.165,अ,0,0.29791709780693054,0
train,./chunk_0_Tanya/chunk_0.wav,507,13.689,अ,0,0.4474743902683258,0
train,./chunk_4Tanya/chunk_4.wav,625,16.875,र,0,0.25827088952064514,0
train,./chunk_7_deepak/chunk_7.wav,621,16.767,अ,0,0.25349628925323486,0
train,./chunk_0_Tanya/chunk_0.wav,70,1.89,न,1,0.6299096941947937,0
train,./chunk_4Tanya/chunk_4.wav,718,19.386,ए,0,0.40291592478752136,0
train,./chunk_7_deepak/chunk_7.wav,72,1.944,म,1,0.3022499680519104,0
train,./chunk_4Tanya/chunk_4.wav,998,26.945999999999998,र,1,0.7948541045188904,1
train,./chunk_7_deepak/chunk_7.wav,199,5.373,न,0,0.4600656032562256,0
train,./chunk_0_Tanya/chunk_0.wav,1073,28.971,न,0,0.5628087520599365,0
train,./chunk_10_Richa/chunk_10.wav,114,3.078,अ,0,0.3765978217124939,0
train,./chunk_0_Tanya/chunk_0.wav,156,4.212,अ,0,0.2811364531517029,0
train,./chunk_7_deepak/chunk_7.wav,881,23.787,ज,0,0.051401082426309586,0
train,./chunk_0_Tanya/chunk_0.wav,101,2.727,अ,0,0.06767656654119492,0
train,./chunk_4Tanya/chunk_4.wav,334,9.018,इ,0,0.295963853597641,0
train,./chunk_7_deepak/chunk_7.wav,659,17.793,उ,0,0.09023389965295792,0
train,./chunk_7_deepak/chunk_7.wav,323,8.721,प,0,0.7537881731987,1
train,./chunk_7_deepak/chunk_7.wav,1066,28.782,स,1,0.4642307460308075,0
train,./chunk_4Tanya/chunk_4.wav,246,6.642,ब,0,0.49650299549102783,0
train,./chunk_7_deepak/chunk_7.wav,403,10.881,र,0,0.18375980854034424,0
train,./chunk_4Tanya/chunk_4.wav,332,8.964,ल,0,0.2714332342147827,0
train,./chunk_7_deepak/chunk_7.wav,938,25.326,इ,0,0.18123750388622284,0
train,./chunk_4Tanya/chunk_4.wav,535,14.445,स,0,0.7959737181663513,1
train,./chunk_0_Tanya/chunk_0.wav,227,6.129,अ,0,0.5780544877052307,0
train,./chunk_4Tanya/chunk_4.wav,302,8.154,अ,0,0.14334408938884735,0
train,./chunk_10_Richa/chunk_10.wav,85,2.295,अ,0,0.2914139926433563,0
train,./chunk_0_Tanya/chunk_0.wav,385,10.395,क,0,0.5014968514442444,0
train,./chunk_0_Tanya/chunk_0.wav,912,24.624,थ,1,0.65221107006073,0
train,./chunk_4Tanya/chunk_4.wav,38,1.026,च,1,0.8476439118385315,1
train,./chunk_4Tanya/chunk_4.wav,1000,27.0,र,0,0.28217047452926636,0
train,./chunk_4Tanya/chunk_4.wav,61,1.647,न,0,0.2371888905763626,0
train,./chunk_7_deepak/chunk_7.wav,415,11.205,अ,0,0.507700502872467,0
train,./chunk_4Tanya/chunk_4.wav,795,21.465,ए,0,0.42715975642204285,0
train,./chunk_7_deepak/chunk_7.wav,759,20.493,ए,0,0.11345460265874863,0
train,./chunk_7_deepak/chunk_7.wav,311,8.397,प,0,0.6136295795440674,0
train,./chunk_0_Tanya/chunk_0.wav,524,14.148,क,1,0.7969194650650024,1
train,./chunk_4Tanya/chunk_4.wav,768,20.736,द,0,0.4734359085559845,0
train,./chunk_7_deepak/chunk_7.wav,745,20.115,ए,0,0.12434592843055725,0
train,./chunk_4Tanya/chunk_4.wav,539,14.552999999999999,घ,0,0.12680602073669434,0
train,./chunk_4Tanya/chunk_4.wav,316,8.532,ह,1,0.9429347515106201,1
train,./chunk_7_deepak/chunk_7.wav,667,18.009,अ,0,0.6751754879951477,0
train,./chunk_0_Tanya/chunk_0.wav,375,10.125,स,0,0.754572868347168,1
train,./chunk_10_Richa/chunk_10.wav,275,7.425,ए,0,0.2422511875629425,0
train,./chunk_0_Tanya/chunk_0.wav,389,10.503,ब,1,0.8616411089897156,1
train,./chunk_4Tanya/chunk_4.wav,921,24.867,इ,0,0.28298357129096985,0
train,./chunk_10_Richa/chunk_10.wav,61,1.647,ए,0,0.16734221577644348,0
train,./chunk_0_Tanya/chunk_0.wav,458,12.366,स,1,0.5701847076416016,0
train,./chunk_7_deepak/chunk_7.wav,329,8.883,प,0,0.21610379219055176,0
train,./chunk_0_Tanya/chunk_0.wav,542,14.634,क,1,0.7950416803359985,1
train,./chunk_10_Richa/chunk_10.wav,132,3.564,ह,1,0.7444414496421814,1
train,./chunk_4Tanya/chunk_4.wav,346,9.342,अ,0,0.8019763827323914,1
train,./chunk_7_deepak/chunk_7.wav,169,4.563,क,0,0.2335854321718216,0
train,./chunk_7_deepak/chunk_7.wav,378,10.206,क,0,0.8426840305328369,1
train,./chunk_0_Tanya/chunk_0.wav,380,10.26,अ,0,0.4500074088573456,0
train,./chunk_7_deepak/chunk_7.wav,88,2.376,त,0,0.7920930981636047,1
train,./chunk_0_Tanya/chunk_0.wav,100,2.7,अ,0,0.05426264926791191,0
train,./chunk_7_deepak/chunk_7.wav,406,10.962,ह,0,0.47701746225357056,0
train,./chunk_4Tanya/chunk_4.wav,188,5.076,ल,1,0.8566602468490601,1
train,./chunk_0_Tanya/chunk_0.wav,55,1.4849999999999999,न,0,0.2768160402774811,0
train,./chunk_10_Richa/chunk_10.wav,120,3.2399999999999998,ब,0,0.3908734917640686,0
train,./chunk_4Tanya/chunk_4.wav,18,0.486,अ,0,0.11725785583257675,0
train,./chunk_0_Tanya/chunk_0.wav,599,16.173,अ,0,0.24372078478336334,0
train,./chunk_0_Tanya/chunk_0.wav,858,23.166,अ,0,0.5066367983818054,0
train,./chunk_0_Tanya/chunk_0.wav,798,21.546,स,1,0.6954963803291321,0
train,./chunk_4Tanya/chunk_4.wav,810,21.87,ए,0,0.5636805295944214,0
train,./chunk_10_Richa/chunk_10.wav,128,3.456,न,0,0.3779563307762146,0
train,./chunk_4Tanya/chunk_4.wav,616,16.632,प,0,0.8107869625091553,1
train,./chunk_4Tanya/chunk_4.wav,1002,27.054,ह,0,0.21201400458812714,0
train,./chunk_4Tanya/chunk_4.wav,347,9.369,अ,0,0.715829610824585,1
train,./chunk_4Tanya/chunk_4.wav,898,24.246,प,1,0.7037650346755981,1
train,./chunk_7_deepak/chunk_7.wav,803,21.681,उ,0,0.4371279180049896,0
train,./chunk_0_Tanya/chunk_0.wav,998,26.945999999999998,न,0,0.22544443607330322,0
train,./chunk_0_Tanya/chunk_0.wav,506,13.661999999999999,अ,0,0.3100488781929016,0
train,./chunk_10_Richa/chunk_10.wav,111,2.997,इ,0,0.037563107907772064,0
