wav,start,end,label,prob,pred
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,126.576,126.792,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,126.792,127.008,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,127.008,127.224,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,127.224,127.44,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,127.44,127.656,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,127.656,127.872,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,127.872,128.088,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,128.088,128.304,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,128.304,128.52,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,128.52,128.736,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,128.736,128.952,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,128.952,129.168,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,129.168,129.384,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,129.384,129.6,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,129.6,129.816,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,129.816,130.032,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,130.032,130.27544,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,130.27544,130.464,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,130.464,130.68,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,130.68,130.896,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,130.896,131.112,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,131.112,131.328,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,131.328,131.544,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,131.544,131.76,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,131.76,131.976,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,131.976,132.192,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,132.192,132.408,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,132.408,132.624,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,132.624,132.84,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,132.84,133.056,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,133.056,133.272,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,133.272,133.488,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,133.488,133.704,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,133.704,133.92,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,133.92,134.136,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,134.136,134.352,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,134.352,134.568,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,134.568,134.784,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,134.784,135.0,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,135.0,135.216,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,135.216,135.432,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,135.432,135.648,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,135.648,135.864,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,135.864,136.08,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,136.08,136.296,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,136.296,136.512,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,136.512,136.728,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,136.728,136.944,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,136.944,137.16,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,137.16,137.376,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,137.376,137.592,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,137.592,137.808,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,137.808,138.024,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,138.024,138.24,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,138.24,138.456,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,138.456,138.672,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,138.672,138.888,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,138.888,139.104,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,139.104,139.32,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,139.32,139.536,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,139.536,139.752,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,139.752,139.968,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,139.968,140.184,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,140.184,140.4,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,140.4,140.616,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,140.616,140.832,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,140.832,141.048,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,141.048,141.264,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,141.264,141.48,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,141.48,141.696,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,141.696,141.912,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,141.912,142.128,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,142.128,142.344,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,142.344,142.56,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,142.56,142.776,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,142.776,142.992,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,142.992,143.208,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,143.208,143.424,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,143.424,143.64,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,143.64,143.856,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,143.856,144.072,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,144.072,144.288,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,144.288,144.504,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,144.504,144.72,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,144.72,144.936,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,144.936,145.152,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,145.152,145.368,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,145.368,145.584,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,145.584,145.8,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,145.8,146.016,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,146.016,146.232,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,146.232,146.448,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,146.448,146.664,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,146.664,146.88,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,146.88,147.096,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,147.096,147.312,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,147.312,147.528,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,147.528,147.744,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,147.744,147.96,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,147.96,148.176,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,148.176,148.392,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,148.392,148.608,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,148.608,148.824,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,148.824,149.04,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,149.04,149.256,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,149.256,149.472,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,149.472,149.688,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,149.688,149.904,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,149.904,150.12,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,150.12,150.336,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,150.336,150.552,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,150.552,150.768,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,150.768,150.984,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,150.984,151.2,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,151.2,151.416,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,151.416,151.632,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,151.632,151.848,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,151.848,152.064,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,152.064,152.28,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,152.28,152.496,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,152.496,152.712,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,152.712,152.928,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,152.928,153.144,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,153.144,153.36,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,153.36,153.576,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,153.576,153.792,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,153.792,154.008,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,154.008,154.224,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,154.224,154.44,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,154.44,154.656,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,154.656,154.872,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,154.872,155.088,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,155.088,155.304,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,155.304,155.52,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,155.52,155.736,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,155.736,155.952,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,155.952,156.168,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,156.168,156.384,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,156.384,156.6,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,156.6,156.816,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,156.816,157.032,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,157.032,157.248,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,157.248,157.464,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,157.464,157.68,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,157.68,157.896,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,157.896,158.112,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,158.112,158.328,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,158.328,158.544,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,158.544,158.76,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,158.76,158.976,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,158.976,159.192,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,159.192,159.408,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,159.408,159.624,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,159.624,159.84,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,159.84,160.056,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,160.056,160.272,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,160.272,160.488,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,160.488,160.704,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,160.704,160.92,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,160.92,161.136,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,161.136,161.352,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,161.352,161.568,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,161.568,161.784,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,161.784,162.0,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,162.0,162.216,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,162.216,162.432,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,162.432,162.648,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,162.648,162.864,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,162.864,163.08,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,163.08,163.296,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,163.296,163.512,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,163.512,163.728,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,163.728,163.944,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,163.944,164.16,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,164.16,164.376,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,164.376,164.592,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,164.592,164.808,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,164.808,165.024,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,165.024,165.24,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,165.24,165.456,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,165.456,165.672,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,165.672,165.888,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,165.888,166.104,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,166.104,166.32,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,166.32,166.536,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,166.536,166.752,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,166.752,166.968,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,166.968,167.184,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,167.184,167.4,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,167.4,167.616,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,167.616,167.832,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,167.832,168.048,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,168.048,168.264,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,168.264,168.48,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,168.48,168.696,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,168.696,168.912,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,168.912,169.128,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,169.128,169.344,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,169.344,169.56,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,169.56,169.776,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,169.776,169.992,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,169.992,170.208,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,170.208,170.424,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,170.424,170.64,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,170.64,170.856,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,170.856,171.072,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,171.072,171.288,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,171.288,171.504,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,171.504,171.72,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,171.72,171.936,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,171.936,172.152,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,172.152,172.368,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,172.368,172.584,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,172.584,172.8,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,172.8,173.016,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,173.016,173.232,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,173.232,173.448,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,173.448,173.664,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,173.664,173.88,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,173.88,174.096,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,174.096,174.312,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,174.312,174.528,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,174.528,174.744,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,174.744,174.96,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,174.96,175.176,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,175.176,175.392,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,175.392,175.608,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,175.608,175.824,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,175.824,176.04,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,176.04,176.256,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,176.256,176.472,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,176.472,176.688,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,176.688,176.93744,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,176.93744,177.12,1,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,177.12,177.336,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,177.336,177.552,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,177.552,177.768,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,177.768,177.984,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,177.984,178.2,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,178.2,178.416,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,178.416,178.632,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,178.632,178.848,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,178.848,179.064,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,179.064,179.28,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,179.28,179.496,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,179.496,179.712,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,179.712,179.928,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,179.928,180.144,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,180.144,180.36,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,180.36,180.576,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,180.576,180.792,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,180.792,181.008,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,181.008,181.224,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,181.224,181.44,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,181.44,181.656,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,181.656,181.872,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,181.872,182.088,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,182.088,182.304,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,182.304,182.52,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,182.52,182.736,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,182.736,182.952,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,182.952,183.168,0,,0
/Volumes/akshar_data/22nd_jan_2026/part-0_deepak/part-0_8x.wav,183.168,183.384,0,,0
